warnings,steps,time,difference,activeCollisions,collisionStarts,characters,bodies,raycasts,clears,unblocks,explores,flees,pursues
1,10352,1681311521038,17,36,0,10,73,100,33,0,0,2,0
1,10353,1681311521054,16,36,0,10,73,100,26,0,0,2,0
1,10354,1681311521069,15,36,0,10,73,100,33,0,0,2,0
1,10355,1681311521085,16,36,1,10,73,100,26,0,0,2,0
1,10356,1681311521102,17,35,0,10,73,100,33,0,0,2,0
1,10357,1681311521118,16,35,1,10,73,100,26,0,0,2,0
1,10358,1681311521133,15,35,0,10,73,100,33,0,0,2,0
1,10359,1681311521150,17,35,1,10,73,100,26,0,0,2,0
1,10360,1681311521166,16,35,0,10,73,100,33,0,0,2,0
1,10361,1681311521182,16,35,1,10,73,100,26,0,0,2,0
1,10362,1681311521198,16,35,0,10,73,100,33,0,0,2,0
1,10363,1681311521214,16,35,1,10,73,100,33,0,0,2,0
1,10364,1681311521230,16,35,0,10,73,100,26,0,0,2,0
1,10365,1681311521246,16,35,2,10,73,100,33,0,0,2,0
1,10366,1681311521262,16,36,0,10,73,100,26,0,0,2,0
1,10367,1681311521277,15,35,2,10,73,100,33,0,0,2,0
1,10368,1681311521293,16,36,1,10,73,100,26,0,0,2,0
1,10369,1681311521310,17,37,1,10,73,100,33,0,0,2,0
1,10370,1681311521326,16,37,0,10,73,100,26,0,0,2,0
1,10371,1681311521341,15,37,1,10,73,100,33,0,0,2,0
1,10372,1681311521357,16,37,0,10,73,100,32,0,0,2,0
1,10373,1681311521374,17,36,1,10,73,100,39,0,0,2,0
1,10374,1681311521391,17,36,0,10,73,100,32,0,0,2,0
1,10375,1681311521408,17,36,1,10,73,100,43,0,0,2,0
1,10376,1681311521424,16,36,0,10,73,100,43,0,0,2,0
1,10377,1681311521441,17,36,1,10,73,100,36,0,0,2,0
1,10378,1681311521456,15,36,0,10,73,100,43,0,0,2,0
1,10379,1681311521473,17,36,1,10,73,100,36,0,0,2,0
1,10380,1681311521488,15,36,0,10,73,100,40,0,0,2,0
1,10381,1681311521504,16,36,1,10,73,100,36,0,0,2,0
1,10382,1681311521520,16,36,0,10,73,100,52,1,0,1,0
1,10383,1681311521537,17,36,1,10,73,100,37,0,0,1,0
1,10384,1681311521552,15,36,0,10,73,100,41,0,0,1,0
1,10385,1681311521568,16,36,2,10,73,100,37,0,0,1,0
1,10386,1681311521585,17,37,0,10,73,100,41,0,0,1,0
1,10387,1681311521602,17,37,1,10,73,100,37,0,0,1,0
1,10388,1681311521619,17,37,0,10,73,100,59,0,1,1,0
1,10389,1681311521634,15,37,1,10,73,100,41,0,0,1,0
1,10390,1681311521650,16,37,0,10,73,100,37,0,0,1,0
1,10391,1681311521667,17,37,1,10,73,100,50,0,1,0,0
1,10392,1681311521683,16,37,0,10,73,100,30,0,0,1,0
1,10393,1681311521699,16,37,0,10,73,100,34,0,0,1,0
1,10394,1681311521715,16,36,0,10,73,100,30,0,0,1,0
1,10395,1681311521731,16,36,0,10,73,100,50,0,1,2,0
1,10396,1681311521747,16,36,0,10,73,100,253,0,0,2,0
1,10397,1681311521763,16,36,0,10,73,100,37,0,0,2,0
1,10398,1681311521778,15,36,0,10,73,100,33,0,0,2,0
1,10399,1681311521795,17,36,0,10,73,100,37,0,0,2,0
1,10400,1681311521811,16,36,0,10,73,100,30,0,0,2,0
1,10401,1681311521827,16,36,1,10,73,100,31,0,0,2,0
1,10402,1681311521842,15,36,0,10,73,100,27,0,0,2,0
1,10403,1681311521859,17,35,0,10,73,100,31,0,0,2,0
1,10404,1681311521875,16,35,0,10,73,100,31,0,0,2,0
1,10405,1681311521891,16,35,1,10,73,100,27,0,0,2,0
1,10406,1681311521908,17,35,0,10,73,100,31,0,0,2,0
1,10407,1681311521924,16,35,0,10,73,100,27,0,0,2,0
1,10408,1681311521939,15,35,0,10,73,100,31,0,0,2,0
1,10409,1681311521957,18,35,1,10,74,104,64,0,0,3,0
1,10410,1681311521971,14,36,1,10,74,104,30,0,0,3,0
1,10411,1681311521988,17,36,0,10,74,104,26,0,0,3,0
1,10412,1681311522003,15,36,0,10,74,104,30,0,0,3,0
1,10413,1681311522019,16,36,1,10,74,104,26,0,0,3,0
1,10414,1681311522036,17,36,0,10,74,104,30,0,0,3,0
1,10415,1681311522052,16,36,1,10,74,104,31,0,1,3,0
1,10416,1681311522068,16,36,0,10,74,104,30,0,0,3,0
1,10417,1681311522083,15,35,1,10,74,104,26,0,0,3,0
1,10418,1681311522100,17,35,0,10,74,104,30,0,0,3,0
1,10419,1681311522116,16,35,1,10,74,104,30,0,0,3,0
1,10420,1681311522132,16,35,0,10,74,104,26,0,0,3,0
1,10421,1681311522149,17,34,1,10,74,104,30,0,0,3,0
1,10422,1681311522165,16,34,0,10,74,104,32,0,1,2,0
1,10423,1681311522182,17,34,1,10,74,104,27,0,0,2,0
1,10424,1681311522198,16,34,0,10,74,104,23,0,0,2,0
1,10425,1681311522214,16,34,1,10,74,104,27,0,0,2,0
1,10426,1681311522230,16,34,1,10,74,104,23,0,0,2,0
1,10427,1681311522247,17,35,1,10,74,104,27,0,0,2,0
1,10428,1681311522262,15,35,0,10,74,104,23,0,0,2,0
1,10429,1681311522279,17,35,1,10,74,104,27,0,0,2,0
1,10430,1681311522295,16,35,0,10,74,104,23,0,0,2,0
1,10431,1681311522311,16,35,2,10,74,104,27,0,0,2,0
1,10432,1681311522327,16,36,0,10,74,104,27,0,0,2,0
1,10433,1681311522343,16,36,1,10,74,104,23,0,0,2,0
1,10434,1681311522358,15,36,0,10,74,104,27,0,0,2,0
1,10435,1681311522375,17,36,1,10,74,104,23,0,0,2,0
1,10436,1681311522391,16,36,0,10,74,104,30,0,0,2,0
1,10437,1681311522407,16,36,1,10,74,104,26,0,0,2,0
1,10438,1681311522423,16,36,2,10,74,104,30,0,0,2,0
1,10439,1681311522439,16,38,1,10,74,104,26,0,0,2,0
1,10440,1681311522455,16,36,0,10,74,104,30,0,0,2,0
1,10441,1681311522471,16,36,1,10,74,104,26,0,0,2,0
1,10442,1681311522488,17,36,0,10,74,104,30,0,0,2,0
1,10443,1681311522504,16,36,1,10,74,104,26,0,0,2,0
1,10444,1681311522519,15,36,0,10,74,104,30,0,0,2,0
1,10445,1681311522536,17,36,1,10,74,104,30,0,0,2,0
1,10446,1681311522551,15,36,0,10,74,104,26,0,0,2,0
1,10447,1681311522568,17,36,1,10,74,104,30,0,0,2,0
1,10448,1681311522584,16,36,0,10,74,104,26,0,0,2,0
1,10449,1681311522600,16,36,1,10,74,104,30,0,0,2,0
1,10450,1681311522616,16,36,0,10,74,104,26,0,0,2,0
1,10451,1681311522631,15,36,1,10,74,104,30,0,0,2,0
1,10452,1681311522647,16,36,0,10,74,104,26,0,0,2,0
1,10453,1681311522664,17,36,1,10,74,104,30,0,0,2,0
1,10454,1681311522680,16,36,0,10,74,104,26,0,0,2,0
1,10455,1681311522696,16,36,0,10,74,104,30,0,0,2,0
1,10456,1681311522713,17,35,0,10,74,104,26,0,0,2,0
1,10457,1681311522728,15,35,0,10,74,104,30,0,0,2,0
1,10458,1681311522745,17,35,0,10,74,104,26,0,0,2,0
1,10459,1681311522761,16,35,0,10,74,104,30,0,0,2,0
1,10460,1681311522777,16,35,0,10,74,104,30,0,0,2,0
1,10461,1681311522792,15,35,0,10,74,104,26,0,0,2,0
1,10462,1681311522809,17,35,0,10,74,104,30,0,0,2,0
1,10463,1681311522826,17,35,0,10,74,104,26,0,0,2,0
1,10464,1681311522843,17,35,0,10,74,104,30,0,0,2,0
1,10465,1681311522859,16,35,1,10,74,104,26,0,0,2,0
1,10466,1681311522875,16,35,0,10,74,104,30,0,0,2,0
1,10467,1681311522892,17,35,0,10,74,104,26,0,0,2,0
1,10468,1681311522909,17,35,0,10,74,104,30,0,0,2,0
1,10469,1681311522925,16,35,0,10,74,104,26,0,0,2,0
1,10470,1681311522940,15,35,0,10,74,104,30,0,0,2,0
1,10471,1681311522957,17,35,0,10,74,104,30,0,0,2,0
1,10472,1681311522974,17,35,0,10,74,104,26,0,0,2,0
1,10473,1681311522991,17,35,1,10,74,104,30,0,0,2,0
1,10474,1681311523007,16,35,0,10,74,104,26,0,0,2,0
1,10475,1681311523022,15,35,1,10,74,104,30,0,0,2,0
1,10476,1681311523038,16,35,0,10,74,104,26,0,0,2,0
1,10477,1681311523054,16,35,2,10,74,104,30,0,0,2,0
1,10478,1681311523070,16,36,0,10,74,104,26,0,0,2,0
1,10479,1681311523087,17,36,1,10,74,104,32,0,0,2,0
1,10480,1681311523104,17,36,0,10,74,104,26,0,0,2,0
1,10481,1681311523121,17,36,1,10,74,104,47,1,0,1,0
1,10482,1681311523137,16,36,0,10,74,104,27,0,0,1,0
1,10483,1681311523152,15,36,1,10,74,104,33,0,0,1,0
1,10484,1681311523168,16,36,0,10,74,104,33,0,0,1,0
1,10485,1681311523185,17,36,1,10,74,104,27,0,0,1,0
1,10486,1681311523202,17,36,0,10,74,104,33,0,0,1,0
1,10487,1681311523218,16,36,1,10,74,104,27,0,0,1,0
1,10488,1681311523233,15,36,1,10,74,104,33,0,0,1,0
1,10489,1681311523250,17,37,1,10,74,104,27,0,0,1,0
1,10490,1681311523267,17,36,0,10,74,104,39,0,0,1,0
1,10491,1681311523283,16,36,1,10,74,104,27,0,0,1,0
1,10492,1681311523300,17,36,0,10,74,104,39,0,0,1,0
1,10493,1681311523316,16,36,1,10,74,104,27,0,0,1,0
1,10494,1681311523332,16,36,0,10,74,104,39,0,0,1,0
1,10495,1681311523348,16,36,1,10,74,104,27,0,0,1,0
1,10496,1681311523364,16,36,0,10,74,104,39,0,0,1,0
1,10497,1681311523382,18,36,1,10,74,104,39,0,0,1,0
1,10498,1681311523398,16,36,0,10,74,104,27,0,0,1,0
1,10499,1681311523414,16,36,1,10,74,104,39,0,0,1,0
1,10500,1681311523430,16,36,0,10,74,104,38,0,1,1,0
1,10501,1681311523446,16,36,1,10,74,104,39,0,0,1,0
1,10502,1681311523461,15,36,0,10,74,104,27,0,0,1,0
1,10503,1681311523478,17,36,2,10,74,104,51,0,1,1,0
1,10504,1681311523494,16,37,1,10,74,104,27,0,0,1,0
1,10505,1681311523511,17,38,2,10,74,104,39,0,0,1,0
1,10506,1681311523527,16,39,0,10,74,104,27,0,0,1,0
1,10507,1681311523544,17,39,1,10,74,104,36,0,0,1,0
1,10508,1681311523561,17,38,0,10,74,104,36,0,0,1,0
1,10509,1681311523577,16,38,2,10,74,104,27,0,0,1,0
1,10510,1681311523592,15,39,0,10,74,104,36,0,0,1,0
1,10511,1681311523608,16,38,1,10,74,104,27,0,0,1,0
1,10512,1681311523625,17,38,0,10,74,104,36,0,0,1,0
1,10513,1681311523641,16,38,3,10,74,104,27,0,0,1,0
1,10514,1681311523656,15,39,1,10,74,104,36,0,0,1,0
1,10515,1681311523672,16,38,0,10,74,104,27,0,0,1,0
1,10516,1681311523689,17,37,0,10,74,104,36,0,0,1,0
1,10517,1681311523706,17,36,0,10,74,104,27,0,0,1,0
1,10518,1681311523723,17,35,0,10,74,104,36,0,0,1,0
1,10519,1681311523739,16,35,0,10,74,104,27,0,0,1,0
1,10520,1681311523754,15,35,1,10,74,104,36,0,0,1,0
1,10521,1681311523771,17,36,0,10,74,104,39,0,0,1,0
1,10522,1681311523787,16,36,0,10,74,104,32,0,0,1,0
1,10523,1681311523803,16,36,0,10,74,104,41,0,0,1,0
1,10524,1681311523819,16,36,0,10,74,104,32,0,0,1,0
1,10525,1681311523835,16,36,1,10,74,104,41,0,0,1,0
1,10526,1681311523851,16,36,0,10,74,104,32,0,0,1,0
1,10527,1681311523868,17,36,0,10,74,104,41,0,0,1,0
1,10528,1681311523885,17,36,0,10,74,104,32,0,0,1,0
1,10529,1681311523902,17,36,0,10,74,104,41,0,0,1,0
1,10530,1681311523918,16,36,1,10,74,104,31,0,0,2,0
1,10531,1681311523934,16,37,0,10,74,104,61,1,0,1,0
1,10532,1681311523950,16,37,1,10,74,104,34,0,0,1,0
1,10533,1681311523966,16,38,1,10,74,104,43,0,0,1,0
1,10534,1681311523982,16,38,0,10,74,104,43,0,0,1,0
1,10535,1681311523998,16,38,1,10,74,104,32,0,0,1,0
1,10536,1681311524014,16,38,0,10,74,104,43,0,0,1,0
1,10537,1681311524031,17,38,1,10,74,104,34,0,0,1,0
1,10538,1681311524047,16,38,1,10,74,104,43,0,0,1,0
1,10539,1681311524063,16,39,1,10,74,104,34,0,0,1,0
1,10540,1681311524079,16,39,0,10,74,104,43,0,0,1,0
1,10541,1681311524095,16,39,1,10,74,104,34,0,0,1,0
1,10542,1681311524110,15,39,0,10,74,104,43,0,0,1,0
1,10543,1681311524126,16,39,1,10,74,104,34,0,0,1,0
1,10544,1681311524142,16,39,0,10,74,104,43,0,0,1,0
1,10545,1681311524158,16,39,1,10,74,104,34,0,0,1,0
1,10546,1681311524175,17,39,0,10,74,104,43,0,0,1,0
1,10547,1681311524191,16,39,1,10,74,104,34,0,0,1,0
1,10548,1681311524207,16,39,0,10,74,104,43,0,0,1,0
1,10549,1681311524224,17,39,1,10,74,104,43,0,0,1,0
1,10550,1681311524240,16,39,0,10,74,104,33,0,0,1,0
1,10551,1681311524256,16,39,1,10,74,104,42,0,0,1,0
1,10552,1681311524272,16,39,0,10,74,104,50,0,1,1,0
1,10553,1681311524288,16,39,1,10,74,104,42,0,0,1,0
1,10554,1681311524304,16,39,0,10,74,104,33,0,0,1,0
1,10555,1681311524320,16,39,1,10,74,104,42,0,0,1,0
1,10556,1681311524336,16,39,0,10,74,104,33,0,0,1,0
1,10557,1681311524353,17,39,1,10,74,104,42,0,0,1,0
1,10558,1681311524369,16,39,0,10,74,104,33,0,0,1,0
1,10559,1681311524386,17,39,1,10,74,104,42,0,0,1,0
1,10560,1681311524401,15,39,0,10,74,104,33,0,0,1,0
1,10561,1681311524418,17,39,1,10,74,104,42,0,0,1,0
1,10562,1681311524434,16,39,0,10,74,104,246,0,0,1,0
1,10563,1681311524450,16,39,1,10,74,104,33,0,0,1,0
1,10564,1681311524466,16,39,0,10,74,104,42,0,0,1,0
1,10565,1681311524482,16,39,1,10,74,104,33,0,0,1,0
1,10566,1681311524499,17,39,0,10,74,104,42,0,0,1,0
1,10567,1681311524514,15,39,1,10,74,104,33,0,0,1,0
1,10568,1681311524531,17,39,0,10,74,104,39,0,0,1,0
1,10569,1681311524546,15,39,2,10,74,104,33,0,0,1,0
1,10570,1681311524564,18,40,0,10,74,104,36,0,0,2,0
1,10571,1681311524578,14,40,1,10,74,104,30,0,0,2,0
1,10572,1681311524594,16,40,0,10,74,104,33,0,0,2,0
1,10573,1681311524610,16,40,1,10,74,104,30,0,0,2,0
1,10574,1681311524627,17,40,2,10,74,104,33,0,0,2,0
1,10575,1681311524643,16,40,0,10,74,104,33,0,0,2,0
1,10576,1681311524660,17,40,0,10,74,104,30,0,0,2,0
1,10577,1681311524676,16,40,0,10,74,104,33,0,0,2,0
1,10578,1681311524692,16,40,1,10,74,104,30,0,0,2,0
1,10579,1681311524708,16,41,0,10,74,104,33,0,0,2,0
1,10580,1681311524724,16,41,0,10,74,104,30,0,0,2,0
1,10581,1681311524739,15,40,0,10,74,104,33,0,0,2,0
1,10582,1681311524755,16,39,0,10,74,104,30,0,0,2,0
1,10583,1681311524772,17,39,0,10,74,104,30,0,0,2,0
1,10584,1681311524788,16,39,0,10,74,104,27,0,0,2,0
1,10585,1681311524803,15,39,1,10,74,104,30,0,0,2,0
1,10586,1681311524819,16,39,0,10,74,104,27,0,0,2,0
1,10587,1681311524836,17,39,0,10,74,104,30,0,0,2,0
1,10588,1681311524852,16,39,0,10,74,104,27,0,0,2,0
1,10589,1681311524867,15,39,2,10,74,104,30,0,0,2,0
1,10590,1681311524884,17,41,0,10,74,104,30,0,0,2,0
1,10591,1681311524900,16,41,0,10,74,104,27,0,0,2,0
1,10592,1681311524915,15,41,0,10,74,104,30,0,0,2,0
1,10593,1681311524931,16,41,0,10,74,104,27,0,0,2,0
1,10594,1681311524948,17,41,0,10,74,104,30,0,0,2,0
1,10595,1681311524964,16,41,1,10,74,104,27,0,0,2,0
1,10596,1681311524980,16,41,0,10,74,104,30,0,0,2,0
1,10597,1681311524996,16,41,0,10,74,104,27,0,0,2,0
1,10598,1681311525012,16,41,1,10,74,104,30,0,0,2,0
1,10599,1681311525028,16,42,1,10,74,104,27,0,0,2,0
1,10600,1681311525043,15,41,0,10,74,104,30,0,0,2,0
1,10601,1681311525059,16,41,1,10,74,104,27,0,0,2,0
1,10602,1681311525075,16,41,0,10,74,104,30,0,0,2,0
1,10603,1681311525091,16,41,1,10,74,104,27,0,0,2,0
1,10604,1681311525107,16,41,0,10,74,104,30,0,0,2,0
1,10605,1681311525123,16,41,1,10,74,104,27,0,0,2,0
1,10606,1681311525140,17,41,0,10,74,104,30,0,0,2,0
1,10607,1681311525155,15,41,1,10,74,104,30,0,0,2,0
1,10608,1681311525171,16,41,0,10,74,104,27,0,0,2,0
1,10609,1681311525188,17,41,1,10,74,104,30,0,0,2,0
1,10610,1681311525204,16,41,0,10,74,104,27,0,0,2,0
1,10611,1681311525221,17,41,1,10,74,104,30,0,0,2,0
1,10612,1681311525237,16,41,0,10,74,104,27,0,0,2,0
1,10613,1681311525253,16,41,1,10,74,104,30,0,0,2,0
1,10614,1681311525269,16,41,0,10,74,104,27,0,0,2,0
1,10615,1681311525286,17,41,1,10,74,104,30,0,0,2,0
1,10616,1681311525302,16,41,0,10,74,104,27,0,0,2,0
1,10617,1681311525318,16,41,1,10,74,104,30,0,0,2,0
1,10618,1681311525335,17,41,0,10,74,104,27,0,0,2,0
1,10619,1681311525351,16,41,1,10,74,104,30,0,0,2,0
1,10620,1681311525368,17,41,0,10,74,104,30,0,0,2,0
1,10621,1681311525384,16,41,1,10,74,104,27,0,0,2,0
1,10622,1681311525400,16,40,0,10,74,104,30,0,0,2,0
1,10623,1681311525416,16,40,1,10,74,104,27,0,0,2,0
1,10624,1681311525432,16,39,0,10,74,104,30,0,0,2,0
1,10625,1681311525448,16,39,1,10,74,104,27,0,0,2,0
1,10626,1681311525464,16,39,0,10,74,104,48,0,1,2,0
1,10627,1681311525480,16,39,1,10,74,104,27,0,0,2,0
1,10628,1681311525496,16,39,0,10,74,104,30,0,0,2,0
1,10629,1681311525512,16,39,1,10,74,104,28,0,0,2,0
1,10630,1681311525527,15,39,0,10,74,104,31,0,0,2,0
1,10631,1681311525544,17,39,1,10,74,104,28,0,0,2,0
1,10632,1681311525559,15,39,0,10,74,104,31,0,0,2,0
1,10633,1681311525575,16,39,1,10,74,104,28,0,0,2,0
1,10634,1681311525591,16,39,0,10,74,104,31,0,0,2,0
1,10635,1681311525607,16,39,2,10,74,104,31,0,0,2,0
1,10636,1681311525624,17,40,0,10,74,104,28,0,0,2,0
1,10637,1681311525639,15,40,1,10,74,104,37,0,0,2,0
1,10638,1681311525655,16,40,0,10,74,104,28,0,0,2,0
1,10639,1681311525672,17,40,1,10,74,104,37,0,0,2,0
1,10640,1681311525687,15,40,0,10,74,104,28,0,0,2,0
1,10641,1681311525704,17,40,1,10,74,104,37,0,0,2,0
1,10642,1681311525720,16,40,0,10,74,104,28,0,0,2,0
1,10643,1681311525735,15,40,0,10,74,104,37,0,0,2,0
1,10644,1681311525751,16,40,0,10,74,104,28,0,0,2,0
1,10645,1681311525767,16,40,0,10,74,104,37,0,0,2,0
1,10646,1681311525783,16,40,0,10,74,104,45,1,0,1,0
1,10647,1681311525800,17,40,0,10,74,104,39,0,0,1,0
1,10648,1681311525818,18,40,0,10,74,104,39,0,0,1,0
1,10649,1681311525834,16,40,0,10,74,104,29,0,0,1,0
1,10650,1681311525851,17,40,0,10,74,104,38,0,0,1,0
1,10651,1681311525867,16,40,0,10,74,104,29,0,0,1,0
1,10652,1681311525883,16,40,0,10,74,104,38,0,0,1,0
1,10653,1681311525899,16,40,2,10,74,104,29,0,0,1,0
1,10654,1681311525914,15,41,0,10,74,104,38,0,0,1,0
1,10655,1681311525930,16,41,0,10,74,104,29,0,0,1,0
1,10656,1681311525947,17,41,0,10,74,104,38,0,0,1,0
1,10657,1681311525964,17,41,0,10,74,104,29,0,0,1,0
1,10658,1681311525980,16,41,0,10,74,104,38,0,0,1,0
1,10659,1681311525997,17,41,0,10,74,104,29,0,0,1,0
1,10660,1681311526013,16,41,0,10,74,104,38,0,0,1,0
1,10661,1681311526028,15,41,0,10,74,104,29,0,0,1,0
1,10662,1681311526044,16,41,0,10,74,104,38,0,0,1,0
1,10663,1681311526060,16,41,0,10,74,104,38,0,0,1,0
1,10664,1681311526077,17,41,1,10,74,104,29,0,0,1,0
1,10665,1681311526094,17,41,2,10,74,104,36,0,0,1,0
1,10666,1681311526110,16,42,0,10,74,104,27,0,0,1,0
1,10667,1681311526126,16,40,0,10,74,104,36,0,0,1,0
1,10668,1681311526141,15,40,1,10,74,104,27,0,0,1,0
1,10669,1681311526160,19,41,1,10,75,108,114,0,1,1,0
1,10670,1681311526175,15,42,1,10,75,108,27,0,0,1,0
1,10671,1681311526191,16,42,1,10,75,108,36,0,0,1,0
1,10672,1681311526207,16,42,2,10,75,108,27,0,0,1,0
1,10673,1681311526222,15,44,0,10,75,108,36,0,0,1,0
1,10674,1681311526238,16,43,0,10,75,108,27,0,0,1,0
1,10675,1681311526255,17,42,0,10,75,108,37,0,0,1,0
1,10676,1681311526271,16,42,0,10,75,108,37,0,0,1,0
1,10677,1681311526287,16,42,0,10,75,108,27,0,0,1,0
1,10678,1681311526303,16,42,0,10,75,108,37,0,0,1,0
1,10679,1681311526319,16,42,1,10,75,108,27,0,0,1,0
1,10680,1681311526335,16,42,0,10,75,108,37,0,0,1,0
1,10681,1681311526351,16,42,0,10,75,108,27,0,0,1,0
1,10682,1681311526367,16,42,0,10,75,108,37,0,0,1,0
1,10683,1681311526383,16,42,0,10,75,108,27,0,0,1,0
1,10684,1681311526400,17,42,0,10,75,108,37,0,0,1,0
1,10685,1681311526416,16,42,0,10,75,108,27,0,0,1,0
1,10686,1681311526433,17,42,0,10,75,108,40,0,0,1,0
1,10687,1681311526449,16,42,0,10,75,108,27,0,0,1,0
1,10688,1681311526465,16,42,0,10,75,108,40,0,0,1,0
1,10689,1681311526481,16,42,0,10,75,108,46,0,0,1,0
1,10690,1681311526497,16,42,0,10,75,108,27,0,0,1,0
1,10691,1681311526514,17,42,1,10,75,108,49,0,0,1,0
1,10692,1681311526530,16,42,0,10,75,108,27,0,0,1,0
1,10693,1681311526546,16,42,0,10,75,108,49,0,0,1,0
1,10694,1681311526562,16,42,1,10,75,108,27,0,0,1,0
1,10695,1681311526577,15,42,1,10,75,108,49,0,0,1,0
1,10696,1681311526593,16,42,0,10,75,108,27,0,0,1,0
1,10697,1681311526610,17,42,1,10,75,108,49,0,0,1,0
1,10698,1681311526626,16,42,0,10,75,108,27,0,0,1,0
1,10699,1681311526642,16,42,1,10,75,108,49,0,0,1,0
1,10700,1681311526657,15,42,0,10,75,108,27,0,0,1,0
1,10701,1681311526674,17,42,1,10,75,108,49,0,0,1,0
1,10702,1681311526691,17,42,0,10,75,108,49,0,0,1,0
1,10703,1681311526707,16,42,2,10,75,108,27,0,0,1,0
1,10704,1681311526723,16,43,0,10,75,108,52,0,0,1,0
1,10705,1681311526739,16,43,1,10,75,108,27,0,0,1,0
1,10706,1681311526754,15,43,0,10,75,108,48,0,0,1,0
1,10707,1681311526770,16,43,1,10,75,108,27,0,0,1,0
1,10708,1681311526786,16,43,0,10,75,108,48,0,0,1,0
1,10709,1681311526802,16,43,1,10,75,108,27,0,0,1,0
1,10710,1681311526819,17,43,0,10,75,108,51,0,0,1,0
1,10711,1681311526835,16,43,1,10,75,108,27,0,0,1,0
1,10712,1681311526852,17,43,0,10,75,108,50,0,0,1,0
1,10713,1681311526868,16,43,1,10,75,108,27,0,0,1,0
1,10714,1681311526884,16,43,0,10,75,108,43,0,0,1,0
1,10715,1681311526902,18,43,1,10,75,108,46,0,0,1,0
1,10716,1681311526918,16,43,0,10,75,108,27,0,0,1,0
1,10717,1681311526934,16,43,1,10,75,108,46,0,0,1,0
1,10718,1681311526949,15,43,0,10,75,108,27,0,0,1,0
1,10719,1681311526965,16,43,1,10,75,108,45,0,0,1,0
1,10720,1681311526982,17,43,0,10,75,108,27,0,0,1,0
1,10721,1681311526998,16,42,1,10,75,108,51,0,0,1,0
1,10722,1681311527014,16,42,0,10,75,108,27,0,0,1,0
1,10723,1681311527031,17,42,1,10,75,108,51,0,0,1,0
1,10724,1681311527046,15,42,0,10,75,108,27,0,0,1,0
1,10725,1681311527063,17,42,1,10,75,108,69,0,1,1,0
1,10726,1681311527079,16,42,0,10,75,108,27,0,0,1,0
1,10727,1681311527095,16,42,1,10,75,108,57,0,0,1,0
1,10728,1681311527111,16,42,0,10,75,108,27,0,0,1,0
1,10729,1681311527127,16,42,1,10,75,108,57,0,0,1,0
1,10730,1681311527143,16,42,0,10,75,108,57,0,0,1,0
1,10731,1681311527159,16,42,1,10,75,108,27,0,0,1,0
1,10732,1681311527176,17,42,0,10,75,108,57,0,0,1,0
1,10733,1681311527193,17,42,1,10,75,108,27,0,0,1,0
1,10734,1681311527209,16,42,0,10,75,108,60,0,0,1,0
1,10735,1681311527226,17,42,1,10,75,108,30,0,0,1,0
1,10736,1681311527243,17,42,0,10,75,108,66,0,0,1,0
1,10737,1681311527260,17,42,1,10,75,108,30,0,0,1,0
1,10738,1681311527277,17,42,0,10,75,108,66,0,0,1,0
1,10739,1681311527294,17,42,1,10,75,108,66,0,0,1,0
1,10740,1681311527310,16,42,0,10,75,108,30,0,0,1,0
1,10741,1681311527326,16,42,0,10,75,108,68,0,0,1,0
1,10742,1681311527343,17,42,0,10,75,108,30,0,0,1,0
1,10743,1681311527359,16,42,0,10,75,108,71,0,0,1,0
1,10744,1681311527376,17,42,0,10,75,108,30,0,0,1,0
1,10745,1681311527393,17,42,0,10,75,108,71,0,0,1,0
1,10746,1681311527410,17,42,0,10,75,108,30,0,0,1,0
1,10747,1681311527426,16,42,0,10,75,108,72,0,0,1,0
1,10748,1681311527443,17,42,0,10,75,108,30,0,0,1,0
1,10749,1681311527458,15,42,0,10,75,108,67,0,0,1,0
1,10750,1681311527475,17,42,0,10,75,108,30,0,0,1,0
1,10751,1681311527491,16,42,1,10,75,108,70,0,0,1,0
1,10752,1681311527507,16,42,0,10,75,108,70,0,0,1,0
1,10753,1681311527523,16,42,0,10,75,108,30,0,0,1,0
1,10754,1681311527539,16,42,0,10,75,108,70,0,0,1,0
1,10755,1681311527556,17,42,0,10,75,108,30,0,0,1,0
1,10756,1681311527572,16,42,0,10,75,108,70,0,0,1,0
1,10757,1681311527588,16,42,0,10,75,108,30,0,0,1,0
1,10758,1681311527604,16,42,0,10,75,108,70,0,0,1,0
1,10759,1681311527621,17,42,0,10,75,108,30,0,0,1,0
1,10760,1681311527638,17,42,0,10,75,108,70,0,0,1,0
1,10761,1681311527654,16,42,0,10,75,108,30,0,0,1,0
1,10762,1681311527670,16,42,0,10,75,108,70,0,0,1,0
1,10763,1681311527686,16,42,1,10,75,108,27,0,0,1,0
1,10764,1681311527701,15,42,0,10,75,108,63,0,0,1,0
1,10765,1681311527718,17,42,0,10,75,108,64,0,0,1,0
1,10766,1681311527734,16,41,0,10,75,108,24,0,0,1,0
1,10767,1681311527750,16,41,2,10,75,108,61,0,0,1,0
1,10768,1681311527767,17,43,0,10,75,108,24,0,0,1,0
1,10769,1681311527783,16,42,0,10,75,108,64,0,0,1,0
1,10770,1681311527799,16,42,0,10,75,108,24,0,0,1,0
1,10771,1681311527815,16,42,0,10,75,108,61,0,0,1,0
1,10772,1681311527832,17,42,0,10,75,108,33,0,1,1,0
1,10773,1681311527848,16,42,1,10,75,108,63,0,0,1,0
